Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR
732,Siriné Doucouré,ml MLI,FW,Lorient,fr Ligue 1,22-005,2002,11,5,423,4.7,1,3,4,1,0,0,2,0,0.9,0.9,1.3,2.2,14,5,35
733,Désiré Doué,fr FRA,"MF,FW",Rennes,fr Ligue 1,18-315,2005,25,11,1120,12.4,3,3,6,3,0,0,2,0,1.5,1.5,2.8,4.2,48,79,113
734,Guela Doué,ci CIV,DF,Rennes,fr Ligue 1,21-179,2002,20,10,941,10.5,0,1,1,0,0,0,0,1,0.3,0.3,0.7,1.1,30,37,63
735,Alfie Doughty,eng ENG,DF,Luton Town,eng Premier League,24-114,1999,31,28,2392,26.6,1,7,8,1,0,0,3,0,1.1,1.1,5.4,6.5,82,81,138
736,Douglas,br BRA,MF,Nantes,fr Ligue 1,27-091,1997,22,21,1721,19.1,0,0,0,0,0,0,7,0,1.1,1.1,1.1,2.2,12,102,18
737,Ismaël Doukouré,fr FRA,"MF,DF",Strasbourg,fr Ligue 1,20-264,2003,19,17,1462,16.2,0,0,0,0,0,0,4,0,0.2,0.2,0.2,0.4,15,71,7
738,Kamory Doumbia,ml MLI,MF,Brest,fr Ligue 1,21-055,2003,20,4,626,7.0,6,3,9,6,0,0,0,0,3.7,3.7,0.6,4.3,17,37,25
739,Anastasios Douvikas,gr GRE,FW,Celta Vigo,es La Liga,24-255,1999,25,5,687,7.6,4,0,4,4,0,0,1,0,3.2,3.2,0.2,3.4,7,9,37
740,Artem Dovbyk,ua UKR,FW,Girona,es La Liga,26-297,1997,28,24,1913,21.3,16,5,21,12,4,4,1,0,14.6,11.5,4.3,15.7,11,18,87
741,Nikola Dovedan,at AUT,MF,Heidenheim,de Bundesliga,29-282,1994,17,5,562,6.2,1,1,2,1,0,0,0,1,1.1,1.1,0.4,1.6,11,21,19
742,Damion Downs,de GER,"FW,MF",Köln,de Bundesliga,19-282,2004,6,0,76,0.8,1,0,1,1,0,0,0,0,0.2,0.2,0.0,0.2,1,0,3
743,Tommy Doyle,eng ENG,MF,Wolves,eng Premier League,22-179,2001,21,8,969,10.8,0,0,0,0,0,0,2,0,0.4,0.4,0.3,0.7,15,63,16
744,Radu Drăgușin,ro ROU,DF,Tottenham,eng Premier League,22-070,2002,6,2,233,2.6,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,3,5,1
745,Radu Drăgușin,ro ROU,DF,Genoa,it Serie A,22-070,2002,19,19,1710,19.0,2,1,3,2,0,0,1,0,1.0,1.0,0.8,1.9,6,29,13
746,Dion Drena Beljo,hr CRO,"FW,MF",Augsburg,de Bundesliga,22-043,2002,22,3,531,5.9,2,0,2,2,0,0,2,0,2.9,2.9,0.5,3.5,15,19,34
747,Tim Drexler,de GER,DF,Hoffenheim,de Bundesliga,19-038,2005,4,3,289,3.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,3,5,0
748,Domingos Duarte,pt POR,DF,Getafe,es La Liga,29-034,1995,15,11,907,10.1,0,0,0,0,0,0,5,2,0.3,0.3,0.1,0.4,7,47,0
749,Rubén Duarte,es ESP,DF,Alavés,es La Liga,28-178,1995,22,16,1436,16.0,2,0,2,2,0,0,5,0,0.6,0.6,1.1,1.7,14,62,30
750,Martin Dúbravka,sk SVK,GK,Newcastle Utd,eng Premier League,35-089,1989,17,16,1445,16.1,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,0,0,0
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR
751,Marvin Ducksch,de GER,FW,Werder Bremen,de Bundesliga,30-037,1994,27,26,2172,24.1,9,5,14,6,3,4,9,0,9.0,5.7,5.9,11.6,13,76,121
752,Ondrej Duda,sk SVK,MF,Hellas Verona,it Serie A,29-130,1994,27,26,2147,23.9,1,3,4,1,0,1,12,2,2.2,1.4,2.9,4.3,31,95,44
753,Denzel Dumfries,nl NED,DF,Inter,it Serie A,27-361,1996,26,17,1476,16.4,3,4,7,3,0,0,2,0,2.0,2.0,4.5,6.5,43,45,133
754,Paul Dummett,wls WAL,DF,Newcastle Utd,eng Premier League,32-200,1991,3,0,18,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,0
755,Alfred Duncan,gh GHA,MF,Fiorentina,it Serie A,31-034,1993,24,19,1524,16.9,2,5,7,2,0,0,2,0,1.2,1.2,1.9,3.1,18,105,36
756,Lewis Dunk,eng ENG,DF,Brighton,eng Premier League,32-144,1991,27,27,2374,26.4,3,1,4,3,0,0,6,1,3.0,3.0,0.9,3.9,32,145,13
757,Jhon Durán,co COL,"FW,MF",Aston Villa,eng Premier League,20-122,2003,18,2,346,3.8,3,0,3,3,0,0,5,0,1.5,1.5,0.2,1.7,9,8,20
758,Julien Duranville,be BEL,MF,Dortmund,de Bundesliga,17-344,2006,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,0
759,Hugo Duro,es ESP,FW,Valencia,es La Liga,24-155,1999,30,29,2506,27.8,12,2,14,12,0,0,2,0,10.3,10.3,1.2,11.5,19,28,137
760,Jean-Kevin Duverne,ht HAI,DF,Nantes,fr Ligue 1,26-276,1997,16,13,1165,12.9,0,0,0,0,0,0,5,0,0.3,0.3,0.2,0.5,14,57,18
761,Paulo Dybala,ar ARG,"FW,MF",Roma,it Serie A,30-150,1993,22,21,1582,17.6,12,8,20,6,6,6,3,0,8.9,4.2,2.9,7.1,67,104,138
762,Aron Dønnum,no NOR,"FW,MF",Toulouse,fr Ligue 1,25-359,1998,23,17,1413,15.7,0,1,1,0,0,0,8,0,0.9,0.9,2.1,3.0,63,63,106
763,Simon Ebonog,cm CMR,MF,Le Havre,fr Ligue 1,19-241,2004,3,0,17,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0
764,Festy Ebosele,ie IRL,DF,Udinese,it Serie A,21-255,2002,28,20,1625,18.1,0,0,0,0,0,0,6,1,0.8,0.8,1.8,2.6,64,31,93
765,Enzo Ebosse,cm CMR,DF,Udinese,it Serie A,25-033,1999,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0
766,Tyronne Ebuehi,ng NGA,DF,Empoli,it Serie A,28-119,1995,15,11,1099,12.2,0,1,1,0,0,0,0,0,0.3,0.3,0.9,1.2,34,37,35
767,Ederson,br BRA,GK,Manchester City,eng Premier League,30-240,1993,27,27,2312,25.7,0,0,0,0,0,0,5,0,0.0,0.0,0.1,0.1,0,4,0
768,Éderson,br BRA,MF,Atalanta,it Serie A,24-281,1999,29,27,2411,26.8,5,1,6,5,0,0,8,0,2.9,2.9,1.1,4.1,27,175,45
769,Odsonne Édouard,fr FRA,"FW,MF",Crystal Palace,eng Premier League,26-088,1998,24,17,1449,16.1,7,0,7,7,0,0,3,0,6.2,6.2,1.1,7.2,31,34,89
770,John Egan,ie IRL,DF,Sheffield Utd,eng Premier League,31-176,1992,6,6,482,5.4,0,0,0,0,0,0,2,0,0.2,0.2,0.0,0.2,0,5,1
771,Maximilian Eggestein,de GER,MF,Freiburg,de Bundesliga,27-127,1996,27,27,2375,26.4,1,2,3,1,0,0,5,0,2.0,2.0,2.6,4.6,29,136,52
772,Lilian Egloff,de GER,"MF,DF",Stuttgart,de Bundesliga,21-237,2002,5,1,106,1.2,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,2,2,2
773,Kingsley Ehizibue,nl NED,DF,Udinese,it Serie A,28-324,1995,16,4,495,5.5,0,1,1,0,0,0,3,0,0.5,0.5,0.1,0.6,11,10,25
774,Hjalmar Ekdal,se SWE,DF,Burnley,eng Premier League,25-175,1998,6,4,325,3.6,0,0,0,0,0,0,2,0,0.1,0.1,0.1,0.1,2,9,0
775,Hugo Ekitike,fr FRA,FW,Paris S-G,fr Ligue 1,21-298,2002,1,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,3
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR
776,Hugo Ekitike,fr FRA,FW,Eint Frankfurt,de Bundesliga,21-298,2002,8,2,268,3.0,0,1,1,0,0,0,3,0,0.8,0.8,0.5,1.3,9,5,29
777,Emmanuel Ekong,se SWE,FW,Empoli,it Serie A,21-293,2002,1,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1
778,Caleb Ekuban,gh GHA,"FW,MF",Genoa,it Serie A,30-021,1994,23,6,793,8.8,3,1,4,3,0,0,0,0,2.2,2.2,1.3,3.6,9,10,68
779,Anthony Elanga,se SWE,"FW,MF",Nott'ham Forest,eng Premier League,21-352,2002,31,22,2150,23.9,5,8,13,5,0,0,1,0,6.5,6.5,5.9,12.4,85,46,177
780,Simon Elisor,fr FRA,FW,Metz,fr Ligue 1,24-266,1999,14,9,767,8.5,1,0,1,1,0,1,1,0,2.3,1.5,0.9,2.4,9,14,43
781,Harvey Elliott,eng ENG,"MF,FW",Liverpool,eng Premier League,21-009,2003,27,6,899,10.0,2,2,4,2,0,0,1,0,1.4,1.4,2.6,4.0,31,79,83
782,Elif Elmas,mk MKD,"FW,MF",Napoli,it Serie A,24-202,1999,11,4,339,3.8,2,0,2,2,0,0,2,0,0.5,0.5,0.2,0.7,14,16,26
783,Elif Elmas,mk MKD,"MF,FW",RB Leipzig,de Bundesliga,24-202,1999,10,1,149,1.7,0,0,0,0,0,0,0,0,0.3,0.3,0.0,0.3,7,5,10
784,Mohamed Elneny,eg EGY,MF,Arsenal,eng Premier League,31-277,1992,3,0,28,0.3,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,1,0
785,Aritz Elustondo,es ESP,DF,Real Sociedad,es La Liga,30-016,1994,9,4,492,5.5,0,1,1,0,0,0,1,0,0.2,0.2,0.4,0.6,4,16,2
786,Nico Elvedi,ch SUI,DF,M'Gladbach,de Bundesliga,27-196,1996,25,23,2038,22.6,2,1,3,2,0,0,5,0,1.5,1.5,0.1,1.6,30,92,4
787,Adri Embarba,es ESP,"FW,MF",Almería,es La Liga,31-342,1992,28,22,1854,20.6,1,0,1,1,0,0,3,0,2.3,2.3,3.1,5.4,76,42,132
788,Emanuel Emegha,nl NED,FW,Strasbourg,fr Ligue 1,21-070,2003,23,19,1687,18.7,7,1,8,7,0,0,3,0,8.2,8.2,0.3,8.4,21,9,88
789,Emerson,br BRA,DF,Tottenham,eng Premier League,25-090,1999,18,9,959,10.7,1,0,1,1,0,0,3,0,0.2,0.2,0.4,0.6,20,44,31
790,Youssef En-Nesyri,ma MAR,FW,Sevilla,es La Liga,26-317,1997,25,20,1860,20.7,10,1,11,10,0,0,3,0,7.1,7.1,1.2,8.3,9,11,60
791,Julio Enciso,py PAR,"MF,FW",Brighton,eng Premier League,20-081,2004,7,3,236,2.6,0,2,2,0,0,0,1,0,0.7,0.7,0.9,1.6,13,4,18
792,Wataru Endo,jp JPN,MF,Liverpool,eng Premier League,31-064,1993,22,14,1252,13.9,1,0,1,1,0,0,8,0,0.3,0.3,1.7,2.0,7,67,16
793,Arne Engels,be BEL,"MF,DF",Augsburg,de Bundesliga,20-218,2003,27,11,1201,13.3,3,2,5,3,0,0,0,1,1.6,1.6,1.2,2.8,21,43,53
794,Christian Eriksen,dk DEN,MF,Manchester Utd,eng Premier League,32-059,1992,16,9,887,9.9,1,1,2,1,0,0,1,0,0.7,0.7,1.8,2.5,18,53,19
795,Martin Erlic,hr CRO,DF,Sassuolo,it Serie A,26-080,1998,26,25,2153,23.9,1,0,1,1,0,0,5,0,1.0,1.0,0.0,1.0,17,64,7
796,Gonzalo Escalante,ar ARG,MF,Cádiz,es La Liga,31-017,1993,19,13,1229,13.7,0,2,2,0,0,0,1,1,0.7,0.7,1.4,2.1,2,45,7
797,Aarón Escandell,es ESP,GK,Las Palmas,es La Liga,28-199,1995,1,0,63,0.7,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0
798,Alfonso Espino,uy URU,DF,Rayo Vallecano,es La Liga,32-099,1992,28,26,2237,24.9,0,1,1,0,0,0,8,0,1.0,1.0,2.5,3.4,37,104,82
799,Bernardo Espinosa,co COL,DF,Girona,es La Liga,34-277,1989,2,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
800,Maxime Estève,fr FRA,DF,Burnley,eng Premier League,21-323,2002,10,9,815,9.1,0,0,0,0,0,0,3,0,0.2,0.2,0.0,0.2,8,22,1
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR
801,Maxime Estève,fr FRA,DF,Montpellier,fr Ligue 1,21-323,2002,12,12,995,11.1,1,1,2,1,0,0,2,0,0.2,0.2,0.3,0.5,8,23,10
802,Oscar Estupiñan,co COL,FW,Metz,fr Ligue 1,27-106,1996,6,4,260,2.9,0,0,0,0,0,0,0,0,0.5,0.5,0.0,0.5,5,2,8
803,Pervis Estupiñán,ec ECU,DF,Brighton,eng Premier League,26-083,1998,18,14,1231,13.7,2,3,5,2,0,0,4,0,1.0,1.0,3.5,4.4,47,83,87
804,Karl Etta,cm CMR,FW,Cádiz,es La Liga,20-103,2004,1,0,21,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1
805,Jonny Evans,nir NIR,DF,Manchester Utd,eng Premier League,36-101,1988,19,12,1106,12.3,0,1,1,0,0,0,2,0,0.1,0.1,1.2,1.2,5,32,1
806,Eberechi Eze,eng ENG,"MF,FW",Crystal Palace,eng Premier League,25-289,1998,21,18,1559,17.3,6,2,8,5,1,1,3,0,6.2,5.4,3.3,8.7,50,70,90
807,Abdessamad Ezzalzouli,ma MAR,"FW,MF",Barcelona,es La Liga,22-118,2001,2,0,68,0.8,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.3,7,1,12
808,Abdessamad Ezzalzouli,ma MAR,FW,Betis,es La Liga,22-118,2001,20,5,689,7.7,1,0,1,1,0,0,1,0,1.0,1.0,0.2,1.2,48,21,70
809,Giovanni Fabbian,it ITA,"MF,FW",Bologna,it Serie A,21-090,2003,21,9,887,9.9,5,2,7,5,0,0,3,0,3.9,3.9,1.7,5.6,10,15,36
810,Łukasz Fabiański,pl POL,GK,West Ham,eng Premier League,38-361,1985,8,5,541,6.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0
811,Nicolò Fagioli,it ITA,MF,Juventus,it Serie A,23-061,2001,6,3,339,3.8,0,1,1,0,0,0,0,0,0.3,0.3,0.3,0.6,6,20,14
812,Romain Faivre,fr FRA,"MF,DF",Bournemouth,eng Premier League,25-274,1998,3,0,18,0.2,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,2,3,1
813,Romain Faivre,fr FRA,"MF,FW",Lorient,fr Ligue 1,25-274,1998,17,16,1453,16.1,5,1,6,5,0,0,1,0,2.8,2.8,1.7,4.5,68,102,78
814,Radamel Falcao,co COL,"FW,DF",Rayo Vallecano,es La Liga,38-063,1986,16,0,235,2.6,1,0,1,0,1,1,2,0,2.1,1.3,0.2,1.5,2,4,14
815,Wladimiro Falcone,it ITA,GK,Lecce,it Serie A,29-001,1995,31,31,2790,31.0,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,0,1,0
816,Fali,es ESP,DF,Cádiz,es La Liga,30-245,1993,24,24,2007,22.3,0,0,0,0,0,0,10,0,0.7,0.7,0.1,0.8,15,60,8
817,Davide Faraoni,it ITA,DF,Hellas Verona,it Serie A,32-171,1991,11,7,602,6.7,0,1,1,0,0,0,5,0,0.4,0.4,0.4,0.8,13,28,31
818,Davide Faraoni,it ITA,DF,Fiorentina,it Serie A,32-171,1991,4,3,286,3.2,0,1,1,0,0,0,0,0,0.1,0.1,0.2,0.3,6,14,13
819,Ansu Fati,es ESP,"MF,FW",Brighton,eng Premier League,21-165,2002,16,3,491,5.5,2,0,2,2,0,0,2,0,3.3,3.3,0.8,4.1,14,27,41
820,Ansu Fati,es ESP,"MF,FW",Barcelona,es La Liga,21-165,2002,3,0,50,0.6,0,0,0,0,0,0,0,0,0.7,0.7,0.0,0.7,6,4,5
821,Khalil Fayad,fr FRA,"FW,MF",Montpellier,fr Ligue 1,19-309,2004,19,9,866,9.6,2,0,2,2,0,0,2,0,1.5,1.5,0.4,1.9,14,25,43
822,Federico Fazio,ar ARG,DF,Salernitana,it Serie A,37-027,1987,12,10,924,10.3,1,0,1,1,0,0,3,1,0.3,0.3,0.1,0.4,1,21,0
823,Jacopo Fazzini,it ITA,MF,Empoli,it Serie A,21-028,2003,25,11,949,10.5,1,1,2,1,0,0,5,0,1.0,1.0,1.9,2.9,18,37,41
824,Nabil Fekir,fr FRA,"MF,FW",Betis,es La Liga,30-270,1993,13,8,756,8.4,1,2,3,1,0,0,0,0,2.0,2.0,1.5,3.5,27,46,56
825,Felipe,br BRA,DF,Nott'ham Forest,eng Premier League,34-333,1989,7,4,375,4.2,0,0,0,0,0,0,4,0,0.1,0.1,0.1,0.2,1,6,0
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR
826,Luiz Felipe,it ITA,DF,Betis,es La Liga,27-022,1997,4,4,360,4.0,0,0,0,0,0,0,1,0,0.1,0.1,0.2,0.3,0,4,0
827,João Félix,pt POR,FW,Barcelona,es La Liga,24-155,1999,23,17,1317,14.6,6,3,9,6,0,0,3,0,7.2,7.2,3.0,10.2,63,59,149
828,Ohis Felix Uduokhai,de GER,DF,Augsburg,de Bundesliga,26-217,1997,28,28,2471,27.5,2,0,2,2,0,0,4,1,1.4,1.4,0.7,2.1,24,89,5
829,Kiko Femenía,es ESP,DF,Villarreal,es La Liga,33-071,1991,16,9,954,10.6,0,0,0,0,0,0,5,0,0.0,0.0,0.4,0.4,32,59,34
830,Evan Ferguson,ie IRL,FW,Brighton,eng Premier League,19-177,2004,27,15,1367,15.2,6,0,6,6,0,0,1,0,4.6,4.6,0.5,5.1,13,15,62
831,Lewis Ferguson,sct SCO,MF,Bologna,it Serie A,24-233,1999,30,30,2651,29.5,6,3,9,6,0,0,7,0,4.7,4.7,2.3,7.1,56,139,131
832,Bruno Fernandes,pt POR,"MF,FW",Manchester Utd,eng Premier League,29-218,1994,30,30,2700,30.0,6,6,12,4,2,3,8,0,8.0,5.6,8.8,14.3,66,246,149
833,Edimilson Fernandes,ch SUI,DF,Mainz 05,de Bundesliga,27-364,1996,17,12,1168,13.0,0,2,2,0,0,0,4,0,0.5,0.5,0.7,1.3,9,49,9
834,Aitor Fernández,es ESP,GK,Osasuna,es La Liga,32-346,1991,5,4,371,4.1,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,1,0
835,Álex Fernández,es ESP,"MF,FW",Cádiz,es La Liga,31-181,1992,21,9,947,10.5,0,0,0,0,0,0,2,0,0.3,0.3,0.4,0.7,4,36,15
836,Carlos Fernández,es ESP,FW,Real Sociedad,es La Liga,27-327,1996,10,5,408,4.5,2,1,3,1,1,1,3,0,1.5,0.7,0.5,1.3,5,4,13
837,Enzo Fernández,ar ARG,MF,Chelsea,eng Premier League,23-087,2001,27,25,2143,23.8,3,2,5,2,1,2,7,0,6.1,4.5,3.4,7.9,52,205,54
838,Raúl Fernández,es ESP,GK,Granada,es La Liga,36-031,1988,4,4,280,3.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
839,Valery Fernández,es ESP,"MF,DF",Girona,es La Liga,24-142,1999,22,2,453,5.0,2,0,2,2,0,0,1,0,0.7,0.7,0.6,1.3,18,9,44
840,Fernando,es ESP,GK,Almería,es La Liga,33-308,1990,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
841,Fernando,br BRA,MF,Sevilla,es La Liga,36-263,1987,8,5,459,5.1,0,0,0,0,0,0,0,0,0.0,0.0,0.3,0.3,5,24,7
842,Ichem Ferrah,fr FRA,FW,Lille,fr Ligue 1,18-203,2005,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,2
843,André Ferreira,pt POR,GK,Granada,es La Liga,27-320,1996,15,14,1340,14.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0
844,João Ferreira,pt POR,DF,Udinese,it Serie A,23-022,2001,28,17,1632,18.1,0,1,1,0,0,0,8,0,0.1,0.1,0.9,1.0,19,55,42
845,Jordan Ferri,fr FRA,MF,Montpellier,fr Ligue 1,32-032,1992,26,21,1863,20.7,1,1,2,1,0,0,5,0,0.5,0.5,1.8,2.4,35,159,61
846,Nacho Ferri,es ESP,"FW,MF",Eint Frankfurt,de Bundesliga,19-191,2004,5,0,60,0.7,1,0,1,1,0,0,0,0,0.7,0.7,0.0,0.8,0,2,7
847,Rachad Fettal,ma MAR,FW,Almería,es La Liga,19-088,2005,1,0,17,0.2,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,0,2
848,Seydou Fini,it ITA,"DF,FW",Genoa,it Serie A,17-316,2006,3,0,35,0.4,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,0,2
849,Max Finkgräfe,de GER,"DF,FW",Köln,de Bundesliga,20-017,2004,19,13,1306,14.5,1,0,1,1,0,0,3,0,1.0,1.0,0.8,1.8,36,34,37
850,Kilian Fischer,de GER,"DF,FW",Wolfsburg,de Bundesliga,23-184,2000,2,0,17,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR
851,John Fleck,sct SCO,"MF,DF",Sheffield Utd,eng Premier League,32-233,1991,4,1,92,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.4,0.4,2,3,0
852,Mark Flekken,nl NED,GK,Brentford,eng Premier League,30-305,1993,31,31,2745,30.5,0,1,1,0,0,0,3,0,0.0,0.0,0.4,0.4,0,4,0
853,Alessandro Florenzi,it ITA,DF,Milan,it Serie A,33-033,1991,25,14,1290,14.3,0,2,2,0,0,0,5,0,0.7,0.7,1.9,2.5,19,72,36
854,Phil Foden,eng ENG,"FW,MF",Manchester City,eng Premier League,23-321,2000,30,28,2448,27.2,14,7,21,14,0,0,1,0,9.0,9.0,7.0,16.1,87,148,241
855,Wes Foderingham,eng ENG,GK,Sheffield Utd,eng Premier League,33-090,1991,25,24,2199,24.4,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0
856,Malick Fofana,be BEL,"FW,DF",Lyon,fr Ligue 1,19-013,2005,11,2,317,3.5,1,0,1,1,0,0,0,0,0.6,0.6,0.2,0.8,13,8,39
857,Youssouf Fofana,fr FRA,MF,Monaco,fr Ligue 1,25-094,1999,26,26,2234,24.8,2,3,5,2,0,0,3,0,4.1,4.1,2.7,6.8,43,199,68
858,Jonas Föhrenbach,de GER,DF,Heidenheim,de Bundesliga,28-078,1996,27,26,2273,25.3,0,0,0,0,0,0,2,0,0.4,0.4,0.7,1.1,37,73,57
859,Thomas Foket,be BEL,DF,Reims,fr Ligue 1,29-201,1994,23,21,1703,18.9,0,1,1,0,0,0,9,1,0.2,0.2,0.9,1.1,22,59,75
860,Michael Folorunsho,it ITA,"MF,FW",Hellas Verona,it Serie A,26-066,1998,29,28,2352,26.1,4,1,5,4,0,0,4,0,2.9,2.8,1.3,4.1,50,42,96
861,Tiago Fonseca Morais,pt POR,FW,Lille,fr Ligue 1,20-223,2003,2,0,43,0.5,0,0,0,0,0,0,0,0,0.4,0.4,0.0,0.4,3,3,2
862,Pablo Fornals,es ESP,"MF,FW",West Ham,eng Premier League,28-051,1996,15,4,426,4.7,0,0,0,0,0,0,0,0,0.3,0.3,0.3,0.6,4,29,27
863,Pablo Fornals,es ESP,"FW,MF",Betis,es La Liga,28-051,1996,9,8,711,7.9,1,2,3,1,0,0,1,0,0.7,0.7,1.4,2.1,29,62,61
864,Emil Forsberg,se SWE,"MF,FW",RB Leipzig,de Bundesliga,32-173,1991,14,5,464,5.2,2,1,3,2,0,1,0,0,1.4,0.6,0.9,1.5,8,22,38
865,Omari Forson,eng ENG,FW,Manchester Utd,eng Premier League,19-268,2004,3,1,66,0.7,0,1,1,0,0,0,0,0,0.0,0.0,0.2,0.2,1,2,2
866,Philipp Förster,de GER,"MF,FW",Bochum,de Bundesliga,29-069,1995,12,3,381,4.2,0,0,0,0,0,0,1,0,0.5,0.5,0.5,0.9,7,21,19
867,Héctor Fort,es ESP,DF,Barcelona,es La Liga,17-255,2006,4,2,178,2.0,0,1,1,0,0,0,0,0,0.0,0.0,0.3,0.3,2,3,22
868,Lyle Foster,za RSA,"FW,MF",Burnley,eng Premier League,23-223,2000,18,16,1375,15.3,4,3,7,4,0,0,0,1,2.6,2.6,1.5,4.2,43,24,73
869,Dimitri Foulquier,fr FRA,"DF,MF",Valencia,es La Liga,31-021,1993,26,15,1473,16.4,0,0,0,0,0,0,2,0,0.6,0.6,0.7,1.3,34,55,48
870,Juan Foyth,ar ARG,DF,Villarreal,es La Liga,26-092,1998,12,12,1062,11.8,1,1,2,1,0,0,1,0,0.4,0.4,0.9,1.3,19,51,28
871,Matheus França,br BRA,"MF,FW",Crystal Palace,eng Premier League,20-012,2004,10,1,232,2.6,0,1,1,0,0,0,1,0,0.4,0.4,0.9,1.2,12,8,12
872,Bartol Franjić,hr CRO,MF,Darmstadt 98,de Bundesliga,24-090,2000,20,14,1229,13.7,0,1,1,0,0,0,5,0,0.3,0.3,0.2,0.5,13,50,14
873,Przemysław Frankowski,pl POL,DF,Lens,fr Ligue 1,29-001,1995,25,20,1830,20.3,3,2,5,2,1,2,4,0,2.9,1.3,3.4,4.7,51,94,166
874,Nathan Fraser,ie IRL,FW,Wolves,eng Premier League,19-051,2005,5,1,182,2.0,0,0,0,0,0,0,1,0,0.3,0.3,0.1,0.4,1,2,17
875,Davide Frattesi,it ITA,MF,Inter,it Serie A,24-174,1999,25,3,638,7.1,5,1,6,5,0,0,1,0,5.3,5.3,1.0,6.3,25,27,26
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR
876,Jean Frederic N'Guessan,ci CIV,"MF,FW",Metz,fr Ligue 1,20-362,2003,6,1,110,1.2,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,5,2
877,Morten Frendrup,dk DEN,MF,Genoa,it Serie A,23-006,2001,30,29,2518,28.0,1,4,5,1,0,0,6,0,1.4,1.4,0.9,2.3,30,90,56
878,Remo Freuler,ch SUI,MF,Bologna,it Serie A,31-364,1992,26,24,2108,23.4,1,1,2,1,0,0,8,0,0.5,0.5,1.0,1.5,25,132,41
879,Marco Friedl,at AUT,DF,Werder Bremen,de Bundesliga,26-028,1998,20,20,1747,19.4,0,0,0,0,0,0,5,0,0.1,0.1,0.1,0.2,2,51,2
