Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR
2042,Luca Pfeiffer,de GER,"FW,MF",Darmstadt 98,de Bundesliga,27-237,1996,22,19,1506,16.7,1,4,5,1,0,0,3,0,4.5,4.5,1.5,6.0,13,32,75
2043,Patric Pfeiffer,de GER,DF,Augsburg,de Bundesliga,24-237,1999,8,4,416,4.6,0,1,1,0,0,0,0,0,0.3,0.3,0.7,1.0,1,17,3
2044,Maximilian Philipp,de GER,"FW,MF",Freiburg,de Bundesliga,30-043,1994,14,1,294,3.3,1,0,1,1,0,0,2,0,0.5,0.5,0.4,0.9,3,6,28
2045,Kalvin Phillips,eng ENG,MF,West Ham,eng Premier League,28-133,1995,7,3,293,3.3,0,0,0,0,0,0,3,1,0.1,0.1,0.0,0.1,3,17,4
2046,Kalvin Phillips,eng ENG,MF,Manchester City,eng Premier League,28-133,1995,4,0,93,1.0,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,7,7,3
2047,Jaden Philogene Bidace,eng ENG,FW,Aston Villa,eng Premier League,22-065,2002,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,0,1
2048,Kamil Piątkowski,pl POL,DF,Granada,es La Liga,23-297,2000,5,5,351,3.9,0,0,0,0,0,0,1,1,0.7,0.7,0.0,0.8,2,7,0
2049,Roberto Piccoli,it ITA,FW,Empoli,it Serie A,23-077,2001,2,0,39,0.4,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,1,0
2050,Roberto Piccoli,it ITA,FW,Lecce,it Serie A,23-077,2001,29,7,994,11.0,4,0,4,3,1,1,4,0,3.3,2.5,0.4,2.9,18,17,50
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR
2051,Florian Pick,de GER,"MF,FW",Heidenheim,de Bundesliga,28-218,1995,19,1,284,3.2,0,0,0,0,0,0,2,0,0.3,0.3,0.5,0.8,9,10,28
2052,Jordan Pickford,eng ENG,GK,Everton,eng Premier League,30-037,1994,31,31,2790,31.0,0,0,0,0,0,0,4,0,0.0,0.0,0.1,0.1,1,5,0
2053,Amos Pieper,de GER,DF,Werder Bremen,de Bundesliga,26-087,1998,7,7,590,6.6,0,0,0,0,0,0,0,0,0.5,0.5,0.8,1.2,3,24,3
2054,Marvin Pieringer,de GER,"MF,FW",Heidenheim,de Bundesliga,24-192,1999,25,14,1214,13.5,3,3,6,3,0,0,5,0,2.1,2.1,1.8,3.9,27,33,59
2055,Santiago Pierotti,ar ARG,MF,Lecce,it Serie A,23-010,2001,4,0,42,0.5,0,0,0,0,0,0,0,0,0.3,0.3,0.0,0.3,0,2,6
2056,Niccolò Pierozzi,it ITA,DF,Salernitana,it Serie A,22-214,2001,7,6,466,5.2,0,0,0,0,0,0,4,0,0.1,0.1,0.0,0.1,3,10,17
2057,Ronaël Pierre-Gabriel,fr FRA,DF,Nantes,fr Ligue 1,25-305,1998,12,6,598,6.6,0,0,0,0,0,0,3,0,0.3,0.3,0.8,1.2,12,17,12
2058,Andrea Pinamonti,it ITA,FW,Sassuolo,it Serie A,24-330,1999,31,31,2528,28.1,9,1,10,8,1,2,2,0,7.5,5.9,1.8,7.6,15,34,127
2059,Ethan Pinnock,jm JAM,DF,Brentford,eng Premier League,30-320,1993,23,23,2070,23.0,1,0,1,1,0,0,0,0,1.7,1.7,1.0,2.7,10,54,15
2060,Yeremi Pino,es ESP,"MF,FW",Villarreal,es La Liga,21-176,2002,7,7,475,5.3,0,0,0,0,0,0,4,0,1.4,1.4,0.2,1.7,11,10,49
2061,Lorenzo Pirola,it ITA,DF,Salernitana,it Serie A,22-053,2002,22,19,1610,17.9,1,0,1,1,0,0,4,0,0.8,0.8,0.0,0.8,13,53,7
2062,Niccolò Pisilli,it ITA,MF,Roma,it Serie A,19-203,2004,1,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1
2063,Alassane Pléa,fr FRA,"FW,MF",M'Gladbach,de Bundesliga,31-034,1993,21,18,1480,16.4,7,3,10,6,1,1,1,0,5.9,5.1,3.3,8.4,44,95,124
2064,Tommaso Pobega,it ITA,MF,Milan,it Serie A,24-273,1999,9,3,299,3.3,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,6,10,9
2065,Paul Pogba,fr FRA,MF,Juventus,it Serie A,31-029,1993,2,0,54,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,5,5
2066,Ole Pohlmann,de GER,MF,Dortmund,de Bundesliga,23-008,2001,1,0,32,0.4,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0,0,1
2067,Matteo Politano,it ITA,FW,Napoli,it Serie A,30-254,1993,30,24,1874,20.8,7,5,12,5,2,2,2,1,5.7,4.1,5.2,9.3,93,138,174
2068,Sebastian Polter,de GER,FW,Darmstadt 98,de Bundesliga,33-012,1991,9,4,446,5.0,0,1,1,0,0,0,0,0,1.0,1.0,0.6,1.5,5,13,26
2069,Julien Ponceau,fr FRA,MF,Lorient,fr Ligue 1,23-137,2000,26,22,1791,19.9,2,1,3,2,0,0,4,0,2.1,2.1,2.3,4.4,80,120,110
2070,Marin Pongračić,hr CRO,DF,Lecce,it Serie A,26-215,1997,29,29,2589,28.8,0,0,0,0,0,0,10,1,1.1,1.1,0.2,1.3,35,91,4
2071,Nick Pope,eng ENG,GK,Newcastle Utd,eng Premier League,31-360,1992,14,14,1255,13.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
2072,Pedro Porro,es ESP,DF,Tottenham,eng Premier League,24-213,1999,28,28,2516,28.0,1,7,8,1,0,0,3,0,2.5,2.5,6.4,8.9,42,144,127
2073,Portu,es ESP,FW,Getafe,es La Liga,31-328,1992,3,0,97,1.1,0,0,0,0,0,0,1,0,0.2,0.2,0.2,0.3,3,3,3
2074,Portu,es ESP,"MF,FW",Girona,es La Liga,31-328,1992,25,9,954,10.6,4,4,8,4,0,0,2,0,2.0,2.0,2.6,4.6,20,27,75
2075,Stefan Posch,at AUT,DF,Bologna,it Serie A,26-335,1997,25,23,1903,21.1,0,2,2,0,0,0,7,0,0.7,0.7,1.3,2.0,36,97,47
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR
2076,Yussuf Poulsen,dk DEN,FW,RB Leipzig,de Bundesliga,29-303,1994,26,11,1158,12.9,5,2,7,5,0,0,0,0,5.4,5.4,1.0,6.4,10,15,77
2077,José Pozo,es ESP,MF,Rayo Vallecano,es La Liga,28-029,1996,2,0,19,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,2
2078,Alejandro Pozo Pozo,es ESP,"DF,MF",Almería,es La Liga,25-051,1999,17,8,845,9.4,0,0,0,0,0,0,3,0,0.4,0.4,0.6,1.0,20,42,58
2079,Beñat Prados,es ESP,"MF,DF",Athletic Club,es La Liga,23-065,2001,20,11,1008,11.2,0,0,0,0,0,0,0,0,0.4,0.4,0.5,0.9,15,55,17
2080,Matteo Prati,it ITA,MF,Cagliari,it Serie A,20-107,2003,20,16,1571,17.5,0,0,0,0,0,0,3,0,1.6,1.6,0.4,2.0,7,59,13
2081,Abdón Prats,es ESP,FW,Mallorca,es La Liga,31-128,1992,26,9,1005,11.2,5,1,6,5,0,0,4,0,2.8,2.8,2.3,5.1,7,22,39
2082,Sanjin Prcić,ba BIH,MF,Strasbourg,fr Ligue 1,30-145,1993,3,1,88,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,0,5,0
2083,Grischa Prömel,de GER,MF,Hoffenheim,de Bundesliga,29-095,1995,22,21,1712,19.0,3,5,8,3,0,0,8,1,3.2,3.2,2.6,5.8,27,78,43
2084,Ivan Provedel,it ITA,GK,Lazio,it Serie A,30-027,1994,28,28,2519,28.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,0
2085,Pubill,es ESP,DF,Almería,es La Liga,20-298,2003,16,15,1275,14.2,1,1,2,1,0,0,2,0,0.5,0.5,0.7,1.2,41,28,49
2086,Gustavo Puerta,co COL,"DF,MF",Leverkusen,de Bundesliga,20-265,2003,5,0,27,0.3,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,1,0
2087,Antonio Puertas,es ESP,"MF,FW",Granada,es La Liga,32-052,1992,25,5,665,7.4,0,2,2,0,0,1,2,1,2.3,1.6,0.6,2.2,18,21,43
2088,Arnau Puigmal,es ESP,"FW,DF",Almería,es La Liga,23-094,2001,11,3,255,2.8,0,0,0,0,0,0,3,0,0.0,0.0,0.3,0.3,4,8,17
2089,Christian Pulisic,us USA,FW,Milan,it Serie A,25-208,1998,29,26,2044,22.7,10,6,16,10,0,0,2,0,5.7,5.7,3.7,9.5,101,64,227
2090,George Pușcaș,ro ROU,FW,Genoa,it Serie A,28-005,1996,8,1,191,2.1,0,0,0,0,0,0,0,0,2.1,2.1,0.1,2.2,5,3,17
2091,Jarell Quansah,eng ENG,DF,Liverpool,eng Premier League,21-075,2003,11,8,713,7.9,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.2,7,45,0
2092,Domingos Quina,pt POR,MF,Udinese,it Serie A,24-147,1999,2,0,13,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0
2093,Adrien Rabiot,fr FRA,MF,Juventus,it Serie A,29-010,1995,25,24,2131,23.7,4,3,7,4,0,0,6,0,2.6,2.5,3.7,6.3,52,87,94
2094,Uroš Račić,rs SRB,MF,Sassuolo,it Serie A,26-027,1998,17,7,722,8.0,1,1,2,1,0,0,1,0,0.8,0.8,0.3,1.1,4,36,9
2095,Nemanja Radonjić,rs SRB,"MF,FW",Torino,it Serie A,28-058,1996,10,4,374,4.2,3,0,3,3,0,0,1,0,1.7,1.7,0.2,1.9,11,7,24
2096,Nemanja Radonjić,rs SRB,"MF,DF",Mallorca,es La Liga,28-058,1996,5,1,132,1.5,0,0,0,0,0,0,0,0,1.3,1.3,0.2,1.5,14,3,21
2097,Aleksandar Radovanović,rs SRB,DF,Almería,es La Liga,30-154,1993,7,7,494,5.5,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.1,0,5,1
2098,Ionuț Radu,ro ROU,GK,Bournemouth,eng Premier League,26-321,1997,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
2099,Boris Radunović,rs SRB,GK,Cagliari,it Serie A,27-323,1996,7,7,630,7.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
2100,Hamza Rafia,tn TUN,MF,Lecce,it Serie A,25-011,1999,22,14,993,11.0,1,0,1,1,0,0,4,0,0.7,0.7,0.6,1.3,13,35,32
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR
2101,Antonio Raillo,es ESP,DF,Mallorca,es La Liga,32-188,1991,18,17,1475,16.4,3,0,3,3,0,0,3,1,1.2,1.2,0.8,2.0,12,40,2
2102,Luca Raimund,de GER,"FW,MF",Stuttgart,de Bundesliga,19-004,2005,2,0,29,0.3,0,0,0,0,0,0,1,0,0.9,0.9,0.0,0.9,0,1,2
2103,Predrag Rajković,rs SRB,GK,Mallorca,es La Liga,28-165,1995,29,29,2610,29.0,0,0,0,0,0,0,2,0,0.0,0.0,0.2,0.2,0,0,0
2104,Jesurun Rak Sakyi,eng ENG,"MF,FW",Crystal Palace,eng Premier League,21-191,2002,6,0,136,1.5,0,0,0,0,0,0,0,0,0.4,0.4,0.2,0.6,7,2,18
2105,Ivan Rakitić,hr CRO,MF,Sevilla,es La Liga,36-034,1988,18,16,1425,15.8,2,1,3,2,0,0,6,0,1.3,1.3,3.0,4.3,24,127,52
2106,Ylber Ramadani,al ALB,MF,Lecce,it Serie A,28-001,1996,29,29,2547,28.3,1,0,1,1,0,0,12,0,1.0,1.0,0.5,1.5,30,108,11
2107,Largie Ramazani,be BEL,"FW,MF",Almería,es La Liga,23-046,2001,27,16,1492,16.6,3,5,8,3,0,0,8,1,4.4,4.4,5.6,10.0,55,41,99
2108,Benito Ramírez,es ESP,"FW,DF",Las Palmas,es La Liga,28-277,1995,15,0,209,2.3,1,0,1,1,0,0,0,0,0.3,0.3,0.1,0.4,6,3,36
2109,Sandro Ramírez,es ESP,FW,Las Palmas,es La Liga,28-279,1995,19,16,1361,15.1,1,3,4,1,0,0,1,0,1.8,1.8,2.4,4.2,50,43,162
2110,Chris Ramos,es ESP,"FW,MF",Cádiz,es La Liga,27-086,1997,30,24,2120,23.6,5,1,6,5,0,0,3,0,6.9,6.9,1.5,8.3,25,24,80
2111,Gonçalo Ramos,pt POR,FW,Paris S-G,fr Ligue 1,22-298,2001,23,12,1104,12.3,8,0,8,7,1,1,1,0,9.0,8.2,1.4,9.7,11,24,76
2112,Sergio Ramos,es ESP,DF,Sevilla,es La Liga,38-014,1986,20,20,1797,20.0,3,0,3,3,0,0,6,1,1.7,1.7,0.0,1.7,6,61,2
2113,Aaron Ramsdale,eng ENG,GK,Arsenal,eng Premier League,25-335,1998,6,6,540,6.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0
2114,Aaron Ramsey,eng ENG,"MF,FW",Burnley,eng Premier League,21-083,2003,14,5,527,5.9,0,0,0,0,0,0,1,0,0.3,0.3,0.4,0.7,8,8,17
2115,Jacob Ramsey,eng ENG,"FW,MF",Aston Villa,eng Premier League,22-321,2001,16,8,853,9.5,1,1,2,1,0,0,2,0,2.2,2.2,1.0,3.2,33,28,69
2116,Luca Ranieri,it ITA,DF,Fiorentina,it Serie A,24-356,1999,20,17,1525,16.9,2,0,2,2,0,0,11,0,0.7,0.7,0.3,1.0,11,73,3
2117,Filippo Ranocchia,it ITA,"MF,DF",Empoli,it Serie A,22-335,2001,9,5,476,5.3,0,0,0,0,0,0,3,0,0.2,0.2,0.5,0.8,5,21,11
2118,Grant Ranos,am ARM,"MF,FW",M'Gladbach,de Bundesliga,20-268,2003,9,0,49,0.5,0,0,0,0,0,0,0,0,0.3,0.3,0.0,0.3,0,3,4
2119,Raphinha,br BRA,"FW,MF",Barcelona,es La Liga,27-121,1996,22,13,1055,11.7,5,7,12,5,0,0,2,1,6.2,6.2,4.8,11.0,43,51,146
2120,Nicolai Rapp,de GER,DF,Werder Bremen,de Bundesliga,27-122,1996,2,1,76,0.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,2,0
2121,Elba Rashani,xk KVX,"MF,FW",Clermont Foot,fr Ligue 1,30-340,1993,19,9,756,8.4,0,0,0,0,0,0,3,2,1.0,1.0,0.9,1.9,14,16,55
2122,Marcus Rashford,eng ENG,FW,Manchester Utd,eng Premier League,26-165,1997,30,25,2157,24.0,7,2,9,5,2,2,2,0,7.1,5.5,2.3,7.8,92,58,174
2123,Giacomo Raspadori,it ITA,"FW,MF",Napoli,it Serie A,24-055,2000,31,14,1467,16.3,5,3,8,5,0,1,0,0,5.6,4.2,3.6,7.8,23,49,125
2124,Andrei Ratiu,ro ROU,DF,Rayo Vallecano,es La Liga,25-298,1998,8,4,414,4.6,0,0,0,0,0,0,1,0,0.2,0.2,0.2,0.4,16,8,17
2125,Raúl,es ESP,FW,Osasuna,es La Liga,23-162,2000,27,7,817,9.1,3,0,3,3,0,0,3,0,3.0,3.0,0.3,3.3,7,14,51
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR
2126,David Raum,de GER,DF,RB Leipzig,de Bundesliga,25-357,1998,28,28,2469,27.4,2,7,9,2,0,0,5,0,0.8,0.8,6.9,7.7,71,118,231
2127,Federico Ravaglia,it ITA,GK,Bologna,it Serie A,24-154,1999,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
2128,David Raya,es ESP,GK,Arsenal,eng Premier League,28-211,1995,25,25,2250,25.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,2,0
2129,Tim Ream,us USA,DF,Fulham,eng Premier League,36-191,1987,17,16,1413,15.7,1,0,1,1,0,0,4,1,1.0,1.0,0.0,1.0,11,65,3
2130,Abderrahman Rebbach,dz ALG,"FW,MF",Alavés,es La Liga,25-246,1998,20,6,650,7.2,1,0,1,1,0,0,1,0,0.8,0.8,1.6,2.4,31,14,68
2131,Nathan Redmond,eng ENG,"FW,MF",Burnley,eng Premier League,30-038,1994,12,0,142,1.6,0,0,0,0,0,0,1,0,0.0,0.0,0.3,0.3,7,8,22
2132,Harrison Reed,eng ENG,MF,Fulham,eng Premier League,29-077,1995,24,13,1166,13.0,0,1,1,0,0,0,5,0,0.2,0.2,1.0,1.2,9,49,34
2133,Sergio Reguilón,es ESP,DF,Manchester Utd,eng Premier League,27-119,1996,9,4,412,4.6,0,0,0,0,0,0,3,0,0.2,0.2,0.7,0.9,11,27,38
2134,Sergio Reguilón,es ESP,DF,Brentford,eng Premier League,27-119,1996,10,8,608,6.8,0,3,3,0,0,0,2,1,0.6,0.6,1.9,2.5,14,9,24
2135,Bobby Reid,jm JAM,FW,Fulham,eng Premier League,31-071,1993,27,14,1196,13.3,6,2,8,6,0,0,3,0,4.0,4.0,1.7,5.7,30,39,83
2136,Tijjani Reijnders,nl NED,MF,Milan,it Serie A,25-259,1998,29,27,2283,25.4,2,3,5,2,0,0,7,0,3.0,3.0,3.5,6.5,67,163,75
2137,Pepe Reina,es ESP,GK,Villarreal,es La Liga,41-226,1982,1,1,90,1.0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0,0,0
2138,Reinier,br BRA,"MF,FW",Frosinone,it Serie A,22-085,2002,17,12,962,10.7,2,2,4,2,0,0,3,0,1.1,1.1,1.9,3.0,9,28,38
2139,Rocco Reitz,de GER,MF,M'Gladbach,de Bundesliga,21-320,2002,28,19,1704,18.9,6,2,8,6,0,0,1,0,3.1,3.1,2.0,5.1,36,87,49
2140,Álex Remiro,es ESP,GK,Real Sociedad,es La Liga,29-020,1995,29,29,2555,28.4,0,0,0,0,0,0,3,1,0.0,0.0,0.0,0.0,0,1,0
2141,Guillaume Restes,fr FRA,GK,Toulouse,fr Ligue 1,19-033,2005,28,28,2520,28.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0
2142,Mateo Retegui,it ITA,FW,Genoa,it Serie A,24-350,1999,23,21,1739,19.3,6,2,8,6,0,0,5,0,4.6,4.6,0.6,5.2,15,13,94
2143,Marco Reus,de GER,"MF,FW",Dortmund,de Bundesliga,34-318,1989,21,15,1299,14.4,4,5,9,4,0,0,1,0,5.0,5.0,3.4,8.3,22,43,68
2144,Elvis Rexhbeçaj,de GER,MF,Augsburg,de Bundesliga,26-164,1997,25,24,1985,22.1,2,0,2,1,1,1,4,0,1.7,1.0,0.5,1.5,15,91,51
2145,Gio Reyna,us USA,"MF,FW",Nott'ham Forest,eng Premier League,21-152,2002,6,0,96,1.1,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,2,3,9
2146,Gio Reyna,us USA,"MF,FW",Dortmund,de Bundesliga,21-152,2002,11,1,280,3.1,0,0,0,0,0,0,1,0,0.8,0.8,0.8,1.6,8,20,19
2147,Chadi Riad,ma MAR,DF,Betis,es La Liga,20-301,2003,20,18,1624,18.0,0,0,0,0,0,0,1,0,0.6,0.6,0.2,0.8,0,24,1
2148,Alexsandro Ribeiro,br BRA,DF,Lille,fr Ligue 1,24-248,1999,24,21,1923,21.4,0,0,0,0,0,0,4,1,1.2,1.2,0.5,1.8,12,75,5
2149,Rodrigo Ribeiro,pt POR,FW,Nott'ham Forest,eng Premier League,18-351,2005,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1
2150,Samuele Ricci,it ITA,MF,Torino,it Serie A,22-236,2001,26,22,1855,20.6,1,2,3,1,0,0,6,1,1.2,1.2,2.1,3.3,39,103,62
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR
2151,Declan Rice,eng ENG,MF,Arsenal,eng Premier League,25-090,1999,31,30,2595,28.8,6,5,11,6,0,0,3,0,2.3,2.3,3.9,6.2,56,236,47
2152,Chris Richards,us USA,"DF,MF",Crystal Palace,eng Premier League,24-016,2000,20,17,1554,17.3,1,0,1,1,0,0,2,0,0.3,0.3,0.2,0.5,0,27,1
2153,Amir Richardson,ma MAR,MF,Reims,fr Ligue 1,22-080,2002,22,12,1113,12.4,3,1,4,3,0,0,3,0,1.5,1.5,1.1,2.7,21,62,33
2154,Richarlison,br BRA,FW,Tottenham,eng Premier League,26-339,1997,25,17,1372,15.2,10,3,13,10,0,0,3,0,8.8,8.8,1.8,10.6,23,34,100
2155,Marco Richter,de GER,"MF,FW",Mainz 05,de Bundesliga,26-141,1997,18,7,712,7.9,1,0,1,1,0,0,3,0,1.9,1.9,1.3,3.2,20,30,52
2156,Diego Rico,es ESP,DF,Getafe,es La Liga,31-050,1993,25,21,2003,22.3,0,7,7,0,0,0,8,0,0.2,0.2,3.3,3.6,20,102,65
2157,Clemens Riedel,de GER,DF,Darmstadt 98,de Bundesliga,20-269,2003,12,7,575,6.4,0,0,0,0,0,0,2,0,0.3,0.3,0.7,0.9,3,35,27
2158,Fabian Rieder,ch SUI,MF,Rennes,fr Ligue 1,22-057,2002,10,2,262,2.9,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,5,25,15
2159,Jaïro Riedewald,nl NED,"MF,FW",Crystal Palace,eng Premier League,27-217,1996,4,2,176,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,4,1
2160,Manuel Riemann,de GER,GK,Bochum,de Bundesliga,35-217,1988,27,27,2430,27.0,0,0,0,0,0,0,5,0,0.0,0.0,0.2,0.2,0,14,0
2161,Luis Rioja,es ESP,"FW,MF",Alavés,es La Liga,30-180,1993,30,29,2325,25.8,4,4,8,1,3,4,3,0,5.8,2.7,3.7,6.4,65,70,155
2162,Rémy Riou,fr FRA,GK,Lyon,fr Ligue 1,36-251,1987,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
2163,Rodrigo Riquelme,es ESP,"DF,MF",Atlético Madrid,es La Liga,24-011,2000,26,14,1156,12.8,2,5,7,2,0,0,1,0,2.3,2.3,2.8,5.1,75,43,131
2164,Mihailo Ristić,rs SRB,"DF,MF",Celta Vigo,es La Liga,28-165,1995,11,9,763,8.5,0,0,0,0,0,0,2,0,0.3,0.3,0.1,0.4,22,28,40
2165,Matt Ritchie,sct SCO,FW,Newcastle Utd,eng Premier League,34-216,1989,9,0,110,1.2,1,0,1,1,0,0,1,0,0.8,0.8,0.0,0.8,2,7,9
2166,Gorka Rivera Alonso,es ESP,DF,Getafe,es La Liga,19-256,2004,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
2167,Sergi Roberto,es ESP,"MF,DF",Barcelona,es La Liga,32-066,1992,8,6,513,5.7,3,1,4,3,0,0,2,0,1.5,1.5,0.3,1.8,8,26,20
2168,Lucas Robertone,ar ARG,MF,Almería,es La Liga,27-026,1997,26,23,1844,20.5,0,5,5,0,0,0,9,0,0.8,0.8,2.4,3.2,28,101,31
2169,Connor Roberts,wls WAL,DF,Burnley,eng Premier League,28-203,1995,14,8,823,9.1,0,1,1,0,0,0,5,1,0.0,0.0,0.2,0.2,6,38,13
2170,Andrew Robertson,sct SCO,DF,Liverpool,eng Premier League,30-033,1994,17,12,1187,13.2,1,2,3,1,0,0,2,0,0.9,0.9,3.5,4.4,43,82,73
2171,Antonee Robinson,us USA,DF,Fulham,eng Premier League,26-249,1997,31,31,2738,30.4,0,6,6,0,0,0,4,0,0.6,0.6,3.9,4.4,89,111,176
2172,Jack Robinson,eng ENG,DF,Sheffield Utd,eng Premier League,30-225,1993,30,28,2591,28.8,1,1,2,1,0,0,8,0,1.1,1.1,1.1,2.2,6,49,11
2173,Marc Roca,es ESP,MF,Betis,es La Liga,27-139,1996,24,22,1816,20.2,2,2,4,2,0,0,5,0,1.1,1.1,1.3,2.5,24,119,19
2174,Sebastian Rode,de GER,"MF,FW",Eint Frankfurt,de Bundesliga,33-185,1990,7,1,60,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,3,11,4
2175,Rodri,es ESP,MF,Manchester City,eng Premier League,27-296,1996,28,28,2403,26.7,7,7,14,7,0,0,8,1,3.8,3.8,3.0,6.8,67,314,48
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR
2176,Rodri,es ESP,"FW,MF",Betis,es La Liga,23-333,2000,23,8,887,9.9,0,0,0,0,0,0,0,0,1.0,1.0,0.9,1.9,39,55,101
2177,Óscar Rodríguez Arnaiz,es ESP,"MF,FW",Getafe,es La Liga,25-290,1998,17,4,529,5.9,1,0,1,1,0,0,7,0,0.9,0.9,1.2,2.1,5,31,27
2178,Damián Rodríguez,es ESP,MF,Celta Vigo,es La Liga,21-027,2003,2,0,36,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,2
2179,Dani Rodríguez,es ESP,MF,Mallorca,es La Liga,35-312,1988,28,24,2066,23.0,2,4,6,2,0,0,7,0,1.3,1.3,4.0,5.3,45,85,83
2180,Guido Rodríguez,ar ARG,MF,Betis,es La Liga,30-001,1994,19,17,1467,16.3,2,0,2,2,0,0,6,0,0.6,0.6,0.7,1.3,6,56,11
2181,Jay Rodriguez,eng ENG,FW,Burnley,eng Premier League,34-259,1989,19,7,777,8.6,2,1,3,1,1,1,0,0,3.4,2.6,0.2,2.8,2,17,27
2182,Kirian Rodríguez,es ESP,MF,Las Palmas,es La Liga,28-039,1996,29,28,2491,27.7,6,2,8,6,0,0,7,0,1.7,1.7,1.4,3.0,37,226,64
2183,Miguel Rodríguez,es ESP,MF,Celta Vigo,es La Liga,20-350,2003,11,1,190,2.1,0,0,0,0,0,0,2,0,0.1,0.1,0.2,0.3,11,6,24
2184,Ricardo Rodríguez,ch SUI,DF,Torino,it Serie A,31-232,1992,29,28,2316,25.7,0,1,1,0,0,0,3,0,0.2,0.2,1.1,1.4,53,104,32
2185,Rodrygo,br BRA,FW,Real Madrid,es La Liga,23-095,2001,30,25,2104,23.4,10,5,15,10,0,1,2,0,10.7,9.9,3.5,13.4,139,80,266
2186,Mads Roerslev,dk DEN,DF,Brentford,eng Premier League,24-294,1999,28,20,1737,19.3,1,2,3,1,0,0,0,0,0.9,0.9,1.6,2.5,16,34,80
2187,Rogério,br BRA,DF,Wolfsburg,de Bundesliga,26-091,1998,13,10,906,10.1,1,0,1,1,0,0,0,0,0.3,0.3,0.4,0.7,27,57,42
2188,Morgan Rogers,eng ENG,"MF,FW",Aston Villa,eng Premier League,21-262,2002,7,4,343,3.8,1,1,2,1,0,0,1,0,1.0,1.0,0.4,1.4,13,17,20
